   1.000000      0.0000000E+00
  0.9961617     -8.7532282E-02
  0.9843486     -0.1762324    
  0.9642739     -0.2649072    
  0.9358906     -0.3522909    
  0.8994101     -0.4371057    
  0.8553031     -0.5181280    
  0.8042789     -0.5942520    
  0.7472472     -0.6645462    
  0.6852655     -0.7282933    
  0.6183366     -0.7859134    
  0.5451408     -0.8383445    
  0.4663986     -0.8845747    
  0.3830429     -0.9237306    
  0.2961836     -0.9551310    
  0.2070559     -0.9783291    
  0.1169573     -0.9931369    
  2.7180893E-02 -0.9996305    
 -6.1049905E-02 -0.9981347    
 -0.1495197     -0.9887587    
 -0.2383329     -0.9711835    
 -0.3262397     -0.9452871    
 -0.4119590     -0.9112024    
 -0.4942439     -0.8693233    
 -0.5719469     -0.8202906    
 -0.6440790     -0.7649590    
 -0.7098553     -0.7043475    
 -0.7688428     -0.6394379    
 -0.8229683     -0.5680873    
 -0.8711895     -0.4909468    
 -0.9125847     -0.4088877    
 -0.9464090     -0.3229705    
 -0.9721406     -0.2343986    
 -0.9895110     -0.1444575    
 -0.9985166     -5.4448847E-02
 -0.9994090      3.4376424E-02
 -0.9924678      0.1225059    
 -0.9774118      0.2113438    
 -0.9540455      0.2996618    
 -0.9224228      0.3861817    
 -0.8828586      0.4696389    
 -0.8359213      0.5488493    
 -0.7824051      0.6227698    
 -0.7232849      0.6905497    
 -0.6596599      0.7515643    
 -0.5901884      0.8072655    
 -0.5147072      0.8573660    
 -0.4340237      0.9009014    
 -0.3491457      0.9370685    
 -0.2612395      0.9652740    
 -0.1715728      0.9851714    
 -8.1449330E-02  0.9966775    
  7.8579169E-03  0.9999691    
  9.5542327E-02  0.9954253    
  0.1842908      0.9828718    
  0.2729014      0.9620420    
  0.3601045      0.9329120    
  0.4446247      0.8957170    
  0.5252462      0.8509503    
  0.6008772      0.7993413    
  0.6706039      0.7418156    
  0.7337302      0.6794410    
  0.7909219      0.6119171    
  0.8428282      0.5381827    
  0.8884473      0.4589785    
  0.9269215      0.3752553    
  0.9575893      0.2881368    
  0.9800266      0.1988664    
  0.9940698      0.1087443    
  0.9985163      5.4452851E-02
   300.0000      0.0000000E+00
   299.9996      0.4999998    
   299.9983       1.000068    
   299.9962       1.500341    
   299.9933       2.000958    
   299.9896       2.502056    
   299.9850       3.003773    
   299.9795       3.506250    
   299.9732       4.009626    
   299.9660       4.514041    
   299.9580       5.019638    
   299.9491       5.526559    
   299.9393       6.034949    
   299.9286       6.544955    
   299.9170       7.056724    
   299.9045       7.570405    
   299.8910       8.086152    
   299.8766       8.604117    
   299.8612       9.124458    
   299.8448       9.647334    
   299.8275       10.17291    
   299.8091       10.70134    
   299.7896       11.23281    
   299.7691       11.76747    
   299.7475       12.30552    
   299.7248       12.84712    
   299.7009       13.39247    
   299.6759       13.94175    
   299.6509       14.46777    
   299.6251       14.99375    
   299.5959       15.56591    
   299.5606       16.23034    
   299.5178       17.00217    
   299.4656       17.89907    
   299.4005       18.95685    
   299.3184       20.21175    
   299.2142       21.69952    
   299.0811       23.46201    
   298.9102       25.54817    
   298.6891       28.01503    
   298.4014       30.92895    
   298.0250       34.36695    
   297.5299       38.41829    
   296.8753       43.18630    
   296.0059       48.79076    
   294.8458       55.37092    
   293.2911       63.08978    
   291.1971       72.14043    
   288.3599       82.75602    
   284.4854       95.22639    
   279.1342       109.9278    
   271.6183       127.3715    
   263.8965       142.6837    
   257.1263       154.5511    
   251.2479       163.9344    
   246.1886       171.4385    
   241.8694       177.4802    
   238.2090       182.3636    
   235.1276       186.3196    
   232.5492       189.5281    
   230.4029       192.1315    
   228.6247       194.2441    
   227.1572       195.9581    
   225.9504       197.3485    
   224.9607       198.4758    
   224.1512       199.3897    
   223.4847       200.1364    
   222.9776       200.7012    
   222.7235       200.9831    
   222.4691       201.2647    
   222.0708       201.7042    
   221.6847       202.1284    
   221.3009       202.5486    
   220.9192       202.9648    
   220.5394       203.3774    
   220.1615       203.7864    
   219.7854       204.1921    
   219.4108       204.5945    
   219.0378       204.9938    
   218.6661       205.3902    
   218.2957       205.7838    
   217.9266       206.1747    
   217.5584       206.5632    
   217.1912       206.9492    
   216.8249       207.3330    
   216.4593       207.7146    
   216.0944       208.0943    
   215.7299       208.4720    
   215.3660       208.8480    
   215.0023       209.2224    
   214.6389       209.5952    
   214.2756       209.9666    
   213.9124       210.3366    
   213.5490       210.7055    
   213.1855       211.0733    
   212.8217       211.4401    
   212.4575       211.8060    
   212.0928       212.1712    
   211.7276       212.5357    
   211.3617       212.8996    
   210.9949       213.2631    
   210.6273       213.6262    
   210.2587       213.9890    
   209.8889       214.3517    
   209.5179       214.7143    
   209.1456       215.0770    
   208.7719       215.4398    
   208.3966       215.8028    
   208.0196       216.1662    
   207.6409       216.5301    
   207.2602       216.8945    
   206.8775       217.2595    
   206.4927       217.6253    
   206.1055       217.9920    
   205.7160       218.3596    
   205.3240       218.7283    
   204.9292       219.0982    
   204.5317       219.4693    
   204.1312       219.8418    
   203.7277       220.2159    
   203.3209       220.5915    
   202.9107       220.9689    
   202.4969       221.3481    
   202.0794       221.7293    
   201.6724       222.0996    
   201.2647       222.4691    
   200.8245       222.8666    
   200.3123       223.3271    
   199.7159       223.8605    
   199.0211       224.4785    
   198.2081       225.1967    
   197.2399       226.0452    
   196.0869       227.0461    
   194.7137       228.2248    
   193.0784       229.6100    
   191.1305       231.2339    
   188.8101       233.1324    
   186.0451       235.3449    
   182.7487       237.9137    
   178.8163       240.8832    
   174.1202       244.2993    
   168.5039       248.2064    
   161.7722       252.6455    
   153.6778       257.6492    
   143.8997       263.2354    
   132.0064       269.3962    
   117.3916       276.0782    
   99.18752       283.1287    
   83.45986       288.1570    
   70.70377       291.5493    
   60.24707       293.8882    
   51.63535       295.5229    
   44.53254       296.6763    
   38.67575       297.4965    
   33.85225       298.0839    
   29.88644       298.5076    
   26.63191       298.8156    
   23.96613       299.0412    
   21.78647       299.2079    
   20.00719       299.3321    
   18.55684       299.4255    
   17.37611       299.4964    
   16.41590       299.5505    
   15.70486       299.5887    
   15.34931       299.6071    
   14.99374       299.6251    
   14.42153       299.6532    
   13.86434       299.6795    
   13.31149       299.7045    
   12.76276       299.7284    
   12.21797       299.7511    
   11.67691       299.7727    
   11.13941       299.7931    
   10.60528       299.8125    
   10.07435       299.8308    
   9.546429       299.8481    
   9.021358       299.8643    
   8.498970       299.8796    
   7.979097       299.8939    
   7.461581       299.9072    
   6.946261       299.9196    
   6.432985       299.9310    
   5.921597       299.9416    
   5.411946       299.9512    
   4.903885       299.9599    
   4.397265       299.9678    
   3.891942       299.9748    
   3.387772       299.9809    
   2.884611       299.9861    
   2.382319       299.9905    
   1.880755       299.9941    
   1.379780       299.9968    
  0.8792548       299.9987    
  0.3790412       299.9998    
 -0.1209986       300.0000    
 -0.6210023       299.9994    
  -1.121107       299.9979    
  -1.621451       299.9956    
  -2.122172       299.9925    
  -2.623407       299.9885    
  -3.125295       299.9837    
  -3.627977       299.9781    
  -4.131591       299.9716    
  -4.636279       299.9642    
  -5.142183       299.9559    
  -5.649446       299.9468    
  -6.158214       299.9368    
  -6.668633       299.9259    
  -7.180851       299.9140    
  -7.695018       299.9013    
  -8.211287       299.8876    
  -8.729814       299.8730    
  -9.250753       299.8573    
  -9.774266       299.8407    
  -10.30052       299.8231    
  -10.82967       299.8045    
  -11.36189       299.7848    
  -11.89736       299.7640    
  -12.43625       299.7421    
  -12.97875       299.7191    
  -13.52502       299.6950    
  -14.07528       299.6696    
  -14.53454       299.6477    
  -14.99376       299.6251    
  -15.56592       299.5959    
  -16.23036       299.5606    
  -17.00219       299.5178    
  -17.89909       299.4656    
  -18.95688       299.4005    
  -20.21179       299.3184    
  -21.69956       299.2142    
  -23.46206       299.0811    
  -25.54822       298.9102    
  -28.01509       298.6891    
  -30.92903       298.4014    
  -34.36705       298.0250    
  -38.41840       297.5299    
  -43.18642       296.8753    
  -48.79091       296.0058    
  -55.37109       294.8458    
  -63.08999       293.2911    
  -72.14068       291.1971    
  -82.75630       288.3598    
  -95.22673       284.4853    
  -109.9281       279.1340    
  -127.3720       271.6181    
  -142.6841       263.8963    
  -154.5514       257.1262    
  -163.9346       251.2478    
  -171.4387       246.1885    
  -177.4803       241.8692    
  -182.3637       238.2089    
  -186.3197       235.1275    
  -189.5281       232.5491    
  -192.1315       230.4029    
  -194.2441       228.6246    
  -195.9582       227.1572    
  -197.3485       225.9503    
  -198.4759       224.9607    
  -199.3897       224.1512    
  -200.1364       223.4847    
  -200.7012       222.9776    
  -200.9832       222.7235    
  -201.2648       222.4691    
  -201.7042       222.0708    
  -202.1284       221.6847    
  -202.5486       221.3009    
  -202.9648       220.9192    
  -203.3774       220.5394    
  -203.7864       220.1615    
  -204.1921       219.7853    
  -204.5945       219.4108    
  -204.9938       219.0378    
  -205.3902       218.6661    
  -205.7838       218.2957    
  -206.1747       217.9265    
  -206.5632       217.5584    
  -206.9492       217.1912    
  -207.3330       216.8249    
  -207.7146       216.4593    
  -208.0943       216.0944    
  -208.4720       215.7299    
  -208.8480       215.3660    
  -209.2224       215.0023    
  -209.5952       214.6389    
  -209.9666       214.2756    
  -210.3367       213.9124    
  -210.7055       213.5490    
  -211.0733       213.1855    
